Sample_1,Sample_2,bNTI,RC_BC,Mechanism,Pair_A,Pair_B,module_bray,Zone_1,Temp_1,Lon_1,Zone_2,Temp_2,Lon_2,module_similarity,temp_diff,lon_diff,geographic_km,zone_pair,temp_bin
eDNA19,eDNA17,-3.25392071729862,-0.87,Homogeneous Selection,eDNA17,eDNA19,0.1380295144827965,ANC,20.126926481723785,-32.055683,ANC,20.84838404506445,-37.395217,0.8619704855172035,0.7214575633406639,5.3395340000000004,509.43064827156564,ANC-ANC,"[0,1)"
eDNA25,eDNA17,-4.51969479189967,-0.87,Homogeneous Selection,eDNA17,eDNA25,0.20423411062088406,ANE,19.737266153097153,-17.887783,ANC,20.84838404506445,-37.395217,0.795765889379116,1.1111178919672966,19.507434000000003,1761.862848087042,ANC-ANE,"[1,2)"
eDNA26,eDNA17,-2.5692994700947702,-0.83,Homogeneous Selection,eDNA17,eDNA26,0.2133975388212202,ANE,20.25656910985708,-14.5402,ANC,20.84838404506445,-37.395217,0.7866024611787799,0.5918149352073705,22.855017000000004,2060.3751165636572,ANC-ANE,"[0,1)"
eDNA27,eDNA17,-5.4607968506816,-0.25,Homogeneous Selection,eDNA17,eDNA27,0.1638028509152571,ANE,20.502670370042324,-11.687733,ANC,20.84838404506445,-37.395217,0.8361971490847429,0.34571367502212524,25.707484,2314.5250643964687,ANC-ANE,"[0,1)"
eDNA28,eDNA17,-5.02970390624586,-0.77,Homogeneous Selection,eDNA17,eDNA28,0.16051387053751795,ANE,21.50245673954487,-7.874533,ANC,20.84838404506445,-37.395217,0.839486129462482,0.6540726944804192,29.520684000000003,2657.206439745521,ANC-ANE,"[0,1)"
eDNA3,eDNA17,-4.19306552479482,0.31,Homogeneous Selection,eDNA17,eDNA3,0.45878894323568287,ANW,26.101474039256573,-75.508383,ANC,20.84838404506445,-37.395217,0.5412110567643171,5.253089994192123,38.11316599999999,3573.615381838049,ANC-ANW,"[4,6)"
eDNA4,eDNA17,-4.03733730693804,0.31,Homogeneous Selection,eDNA17,eDNA4,0.46214505038184023,ANW,27.20014037936926,-74.85995,ANC,20.84838404506445,-37.395217,0.5378549496181597,6.35175633430481,37.464732999999995,3496.1867565815405,ANC-ANW,"[6,8)"
eDNA6,eDNA17,-2.37968105427168,0.37,Homogeneous Selection,eDNA17,eDNA6,0.4523461976056327,ANW,24.7383953332901,-69.329683,ANC,20.84838404506445,-37.395217,0.5476538023943673,3.890011288225651,31.934466,2976.2488556415747,ANC-ANW,"[2,4)"
eDNA7,eDNA17,-3.10787685332032,0.05,Homogeneous Selection,eDNA17,eDNA7,0.4370184213264792,ANW,24.250587478280067,-67.287833,ANC,20.84838404506445,-37.395217,0.5629815786735208,3.402203433215618,29.892616000000004,2788.904403725982,ANC-ANW,"[2,4)"
eDNA9,eDNA17,-4.03657324735183,0.13,Homogeneous Selection,eDNA17,eDNA9,0.4046800857742617,ANW,23.814783163368705,-62.128333,ANC,20.84838404506445,-37.395217,0.5953199142257384,2.966399118304256,24.733115999999995,2315.6605476561717,ANC-ANW,"[2,4)"
eDNA15,eDNA17,-5.87163220141784,-0.99,Homogeneous Selection,eDNA15,eDNA17,0.15966581100915053,ANC,21.62990203499794,-44.0762,ANC,20.84838404506445,-37.395217,0.8403341889908494,0.7815179899334908,6.680982999999998,625.6348928281136,ANC-ANC,"[0,1)"
eDNA16,eDNA17,-3.87045829240839,-1,Homogeneous Selection,eDNA16,eDNA17,0.08101322722140016,ANC,21.18457594513893,-40.685317,ANC,20.84838404506445,-37.395217,0.9189867727785999,0.33619190007448196,3.2900999999999954,316.2273880311684,ANC-ANC,"[0,1)"
