"geographic_km","delta_temp","bray","unifrac","bray_sim","unifrac_sim"
825.21945199935,1.05764946341515,0.52657599030202,0.61664922824384,0.47342400969798,0.38335077175616
509.430630954755,0.721457563340664,0.484118823728588,0.603742838040086,0.515881176271412,0.396257161959914
302.575753067989,0.51930295675993,0.256803872488247,0.397239744998845,0.743196127511753,0.602760255001155
559.137506189846,0.765404216945171,0.300172563092555,0.472902105130319,0.699827436907445,0.527097894869681
901.753247526226,1.76519058644772,0.376940160648599,0.449326402857271,0.623059839351401,0.550673597142729
5317.29595309493,6.36420788615942,0.696872827517204,0.578469567406258,0.303127172482796,0.421530432593742
5237.66634961017,7.61961729079485,0.686693843644468,0.519866475247587,0.313306156355532,0.480133524752413
4724.99098655267,5.00112918019295,0.650437724938686,0.588486525082157,0.349562275061314,0.411513474917843
4540.74543271982,4.51332132518291,0.644573709262073,0.557023107120426,0.355426290737927,0.442976892879574
4073.73571836677,4.07751701027155,0.637530990593307,0.613341845904503,0.362469009406693,0.386658154095497
2386.65789669873,1.89263588190079,0.519225768206331,0.615175042283928,0.480774231793669,0.384824957716072
2073.86530049253,1.44730979204178,0.487795613120705,0.582177264550063,0.512204386879295,0.417822735449937
1761.862829469,1.1111178919673,0.506276503393848,0.591886232701924,0.493723496606152,0.408113767298076
256.564895115293,0.246101260185242,0.312983190647742,0.453073541758762,0.687016809352258,0.546926458241238
599.402483957831,1.24588762968779,0.417101509777843,0.46257001852497,0.582898490222157,0.53742998147503
5606.93048112671,5.84490492939949,0.704052067942594,0.619781174826358,0.295947932057406,0.380218825173642
5526.73706810474,7.10031433403492,0.681245415050261,0.577045897934524,0.318754584949739,0.422954102065476
5016.55413579699,4.48182622343302,0.651987295429654,0.595730635598388,0.348012704570346,0.404269364401612
4833.40387821412,3.99401836842299,0.652596705381068,0.549055929052981,0.347403294618932,0.450944070947019
4368.93558414511,3.55821405351162,0.661304002860689,0.623307675256334,0.338695997139311,0.376692324743666
2685.7343189237,1.37333292514086,0.571210480303413,0.634738483074409,0.428789519696587,0.365261516925591
2373.46677126696,0.928006835281849,0.513370438528952,0.603731660576453,0.486629561471048,0.396268339423547
2060.37509230311,0.591814935207367,0.520752782852761,0.571665232794646,0.479247217147239,0.428334767205354
343.205611354872,0.999786369502544,0.337018097325036,0.457666315205532,0.662981902674964,0.542333684794468
5853.74927378735,5.59880366921425,0.686048790979311,0.607857845605439,0.313951209020689,0.392142154394561
5773.13925577004,6.85421307384968,0.694399670782565,0.584035266659711,0.305600329217435,0.415964733340289
5264.9836615059,4.23572496324778,0.639745579076857,0.615412828920005,0.360254420923143,0.384587171079995
5082.70256417924,3.74791710823774,0.644738795477015,0.601586325229514,0.355261204522985,0.398413674770486
4620.22574892785,3.31211279332638,0.634284457199053,0.574171378826635,0.365715542800947,0.425828621173365
2940.08521931975,1.12723166495562,0.530455486727389,0.659961451661324,0.469544513272611,0.340038548338676
2628.22194388417,0.681905575096607,0.510897912015414,0.665577316187541,0.489102087984586,0.334422683812459
2314.52500767954,0.345713675022125,0.539643928907036,0.664189507481373,0.460356071092964,0.335810492518627
6190.28184813587,4.5990172997117,0.656795626542453,0.564138536656268,0.343204373457547,0.435861463343732
6109.2985239977,5.85442670434713,0.690433186869338,0.555519689544526,0.309566813130662,0.444480310455474
5603.07626150991,3.23593859374523,0.641658995488734,0.60187468574156,0.358341004511266,0.39812531425844
5421.57967961883,2.7481307387352,0.623148690492182,0.545247052104458,0.376851309507818,0.454752947895542
4960.79615096276,2.31232642382383,0.608154746671951,0.568424387691125,0.391845253328049,0.431575612308875
3282.81828634792,0.127445295453072,0.500854025721052,0.596901042361161,0.499145974278948,0.403098957638839
2971.15214265701,0.317880794405937,0.517742265390139,0.629140556637194,0.482257734609861,0.370859443362806
2657.20638044938,0.654072694480419,0.499671892416513,0.614692259616311,0.500328107583487,0.385307740383689
85.5490539399376,1.25540940463543,0.368109428207543,0.420194510091072,0.631890571792457,0.579805489908928
600.722389576959,1.36307870596647,0.459869284283238,0.496281381098086,0.540130715716762,0.503718618901914
792.887781604549,1.85088656097651,0.347933062451912,0.464011107762015,0.652066937548088,0.535988892237985
1280.1674126451,2.28669087588787,0.432458614263085,0.546820016122325,0.567541385736915,0.453179983877675
2967.69697087372,4.47157200425863,0.545871003243056,0.561838123438303,0.454128996756944,0.438161876561697
3277.95847165319,4.91689809411764,0.566532126957602,0.60661997744261,0.433467873042398,0.39338002255739
3573.61525933767,5.25308999419212,0.609983623458216,0.62410534078742,0.390016376541784,0.37589465921258
528.775063731118,2.6184881106019,0.477832736456776,0.462976099228381,0.522167263543224,0.537023900771619
721.981434504829,3.10629596561193,0.364730070192061,0.427250347024414,0.635269929807939,0.572749652975586
1209.86711703892,3.5421002805233,0.510923338948594,0.539591951170043,0.489076661051406,0.460408048829957
2892.25474324476,5.72698140889406,0.570286025803513,0.522082151546033,0.429713974196487,0.477917848453967
3201.86216599493,6.17230749875307,0.587614653127691,0.562247864361779,0.412385346872309,0.437752135638221
3496.18684196005,6.50849939882755,0.618283601999577,0.606086344445148,0.381716398000423,0.393913655554852
193.349696725295,0.487807855010033,0.353272489674561,0.455397475325384,0.646727510325439,0.544602524674616
681.159296585301,0.923612169921398,0.428726670125206,0.502529511295971,0.571273329874794,0.497470488704029
