Module,Family,ASV_count,Mean_relative_abundance_pct_sum,Degree_sum,Percent_abundance_within_module,Percent_nodes_within_module
1,Clade I,14,15.252343759522256,309,24.8036993807759,9.090909090909092
1,Cyanobiaceae,9,12.233578180611078,471,19.894515907016313,5.8441558441558445
2,Cyanobiaceae,12,10.908326294243238,290,48.655166918515995,10.256410256410257
2,Flavobacteriaceae,17,1.8319536452687177,433,8.171190336007173,14.52991452991453
3,Alteromonadaceae,2,2.864456220892585,27,35.15287079160495,3.278688524590164
3,Flavobacteriaceae,10,1.4478337244750938,253,17.767948929707064,16.39344262295082
4,AEGEAN-169 marine group,10,1.4353218109219414,43,44.07581436965973,8.064516129032258
4,Pseudoalteromonadaceae,1,0.4617207562875502,3,14.17850560751753,0.8064516129032258
