Sample_1,Sample_2,bNTI,RC_BC,Mechanism,Pair_A,Pair_B,module_bray,Zone_1,Temp_1,Lon_1,Zone_2,Temp_2,Lon_2,module_similarity,temp_diff,lon_diff,zone_pair,temp_bin,pair_key,back_ab,back_ba,fwd_ab,fwd_ba,bmin_ab,bmin_ba,fmin_ab,fmin_ba,bi_connectivity_mean,bi_connectivity_max,bi_connected,bi_min_travel_days,directed_link_count,tina_dist,pina_dist,bray,bray_similarity,tina_similarity
eDNA1,eDNA27,-1.96006512918082,1,Dispersal Limitation,eDNA1,eDNA27,0.5677852118178982,ANW,26.81560716032982,-77.936917,ANE,20.502670370042324,-11.687733,0.4322147881821018,6.312936790287495,66.249184,ANE-ANW,"[6,8)",eDNA1__eDNA27,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.551628659378673,0.00301211792792433,0.799788508988368,0.20021149101163205,0.448371340621327
eDNA18,eDNA27,-3.22944521598116,-0.52,Homogeneous Selection,eDNA18,eDNA27,0.09031718696796816,ANC,21.02490310370922,-34.595667,ANE,20.502670370042324,-11.687733,0.9096828130320318,0.5222327336668968,22.907933999999997,ANC-ANE,"[0,1)",eDNA18__eDNA27,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.0480070256629243,0.00145200291006664,0.429718875502008,0.570281124497992,0.9519929743370757
eDNA19,eDNA27,-4.93646777530371,-0.45,Homogeneous Selection,eDNA19,eDNA27,0.08742716939770295,ANC,20.126926481723785,-32.055683,ANE,20.502670370042324,-11.687733,0.9125728306022972,0.37574388831853867,20.36795,ANC-ANE,"[0,1)",eDNA19__eDNA27,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.0496929313788382,8.1385890502128e-4,0.419650291423813,0.5803497085761871,0.9503070686211618
eDNA25,eDNA27,-2.77658300964548,-0.99,Homogeneous Selection,eDNA25,eDNA27,0.07709271703723589,ANE,19.737266153097153,-17.887783,ANE,20.502670370042324,-11.687733,0.922907282962764,0.7654042169451714,6.200049999999999,ANE-ANE,"[0,1)",eDNA25__eDNA27,0,0,0.04081632653061224,0.02040816326530612,NA,NA,167.75,328.25,0.015306122448979591,0.04081632653061224,TRUE,167.75,2,0.0155790403633783,9.0367573969074e-4,0.303469477382521,0.6965305226174789,0.9844209596366217
eDNA26,eDNA27,-2.53524713958528,-0.94,Homogeneous Selection,eDNA26,eDNA27,0.05126289169046257,ANE,20.25656910985708,-14.5402,ANE,20.502670370042324,-11.687733,0.9487371083095374,0.24610126018524525,2.8524670000000008,ANE-ANE,"[0,1)",eDNA26__eDNA27,0.04081632653061224,0,0,0,147.75,NA,NA,NA,0.01020408163265306,0.04081632653061224,TRUE,147.75,1,0.0172808058939936,0.00196763385883669,0.315836298932384,0.684163701067616,0.9827191941060064
eDNA1,eDNA28,-2.2033701788825,1,Homogeneous Selection,eDNA1,eDNA28,0.5739764182962899,ANW,26.81560716032982,-77.936917,ANE,21.50245673954487,-7.874533,0.4260235817037102,5.31315042078495,70.062384,ANE-ANW,"[4,6)",eDNA1__eDNA28,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.56483564034661,0.00292581168781658,0.819898329702251,0.18010167029774904,0.43516435965338995
eDNA18,eDNA28,-3.03894246276505,-0.79,Homogeneous Selection,eDNA18,eDNA28,0.1506523405538294,ANC,21.02490310370922,-34.595667,ANE,21.50245673954487,-7.874533,0.8493476594461706,0.4775536358356476,26.721134,ANC-ANE,"[0,1)",eDNA18__eDNA28,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.0382874669976241,0.00142452309925611,0.39017608897127,0.60982391102873,0.9617125330023759
eDNA19,eDNA28,-4.57238307320617,-0.29,Homogeneous Selection,eDNA19,eDNA28,0.12289492346003555,ANC,20.126926481723785,-32.055683,ANE,21.50245673954487,-7.874533,0.8771050765399644,1.375530257821083,24.18115,ANC-ANE,"[1,2)",eDNA19__eDNA28,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.0619222691834258,0.00136656489766862,0.479085812850367,0.520914187149633,0.9380777308165742
eDNA25,eDNA28,-3.54850482459031,-0.84,Homogeneous Selection,eDNA25,eDNA28,0.14619246002596054,ANE,19.737266153097153,-17.887783,ANE,21.50245673954487,-7.874533,0.8538075399740395,1.7651905864477158,10.01325,ANE-ANE,"[1,2)",eDNA25__eDNA28,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.0286786446807865,6.9311069778321e-4,0.379216043755697,0.6207839562443029,0.9713213553192135
eDNA26,eDNA28,-3.1115641134995,-0.4,Homogeneous Selection,eDNA26,eDNA28,0.11339511631743177,ANE,20.25656910985708,-14.5402,ANE,21.50245673954487,-7.874533,0.8866048836825683,1.2458876296877897,6.665667000000001,ANE-ANE,"[1,2)",eDNA26__eDNA28,0,0,0,0,NA,NA,NA,NA,0,0,FALSE,NA,0,0.0346298412879259,0.00184290138015775,0.422632794457275,0.577367205542725,0.9653701587120741
