"observed_modularity","null_mean","null_sd","null_min","null_max","n_permutations","n_null_ge_observed","empirical_p","plus_one_p"
0.615987126706096,0.0639699518754852,0.00979484719452951,0.0479672182784594,0.12531359595296,999,0,0,0.001
